,trajectory_id,trace_number,longitude (degree_east),latitude (degree_north),date,time_UTC,surface_altitude (m),land_ice_thickness (m),bedrock_altitude (m),two_way_travel_time (m),aircraft_altitude (m),along_track_distance (m),easting,northing,project,geometry
265,144820,,-122.6504,-77.06419,,,2168.0,1513.0,655.0,,,,-1188255.8398668596,-761394.8858227114,,POINT (-1188255.8398668596 -761394.8858227114)
266,144819,,-122.6621,-77.0658,,,2169.0,1521.0,648.0,,,,-1187951.2505916685,-761541.9443181372,,POINT (-1187951.2505916685 -761541.9443181372)
267,144818,,-122.6704,-77.0658,,,2170.0,1561.0,609.0,,,,-1187840.9193885606,-761714.025710632,,POINT (-1187840.9193885606 -761714.025710632)
268,144817,,-122.6755,-77.06911,,,2171.0,1583.0,588.0,,,,-1187466.656635685,-761623.1979551981,,POINT (-1187466.656635685 -761623.1979551981)
269,144816,,-122.6956,-77.0708,,,2173.0,1615.0,558.0,,,,-1187042.964862606,-761939.3165654929,,POINT (-1187042.964862606 -761939.3165654929)
270,144815,,-122.6989,-77.07249,,,2173.0,1667.0,506.0,,,,-1186842.6518491406,-761907.2642872741,,POINT (-1186842.6518491406 -761907.2642872741)
271,144814,,-122.7156,-77.0741,,,2175.0,1745.0,430.0,,,,-1186471.5350104813,-762157.4516152976,,POINT (-1186471.5350104813 -762157.4516152976)
272,144813,,-122.7306,-77.0791,,,2177.0,1936.0,241.0,,,,-1185809.33053293,-762170.6898613723,,POINT (-1185809.33053293 -762170.6898613723)
273,1490638,,-122.7306,-77.0741,,,2176.0,1853.0,323.0,,,,-1186271.9619987828,-762468.0430145323,,POINT (-1186271.9619987828 -762468.0430145323)
274,1490639,,-122.6873,-77.0708,,,2172.0,1587.0,585.0,,,,-1187153.3287102443,-761767.350764184,,POINT (-1187153.3287102443 -761767.350764184)
275,1490640,,-122.5735,-77.0509,,,2146.0,2144.0,2.0,,,,-1190508.5632259704,-760586.3917621883,,POINT (-1190508.5632259704 -760586.3917621883)
276,1490641,,-122.5133,-77.0392,,,2139.0,1729.0,410.0,,,,-1192392.2989648508,-760026.8560324128,,POINT (-1192392.2989648508 -760026.8560324128)
277,1490642,,-122.4749,-77.0343,,,2147.0,2135.0,12.0,,,,-1193356.1152894078,-759516.9381984568,,POINT (-1193356.1152894078 -759516.9381984568)
278,1492114,,-122.744,-77.0808,,,2178.0,2077.0,101.0,,,,-1185473.7760562666,-762346.8629148846,,POINT (-1185473.7760562666 -762346.8629148846)
279,144867,,-122.0637,-76.961,,,2148.0,2427.0,-279.0,,,,-1205609.716392328,-755213.5867466334,,POINT (-1205609.716392328 -755213.5867466334)
280,144866,,-122.0855,-76.96600000000001,,,2147.0,2452.0,-305.0,,,,-1204856.2335813201,-755380.055972762,,POINT (-1204856.2335813201 -755380.055972762)
281,144865,,-122.0938,-76.96600000000001,,,2147.0,2503.0,-356.0,,,,-1204746.7948263232,-755554.5863250908,,POINT (-1204746.7948263232 -755554.5863250908)
282,144864,,-122.1189,-76.96941,,,2147.0,2554.0,-407.0,,,,-1204097.9599684626,-755882.8301563704,,POINT (-1204097.9599684626 -755882.8301563704)
283,144863,,-122.1272,-76.9727,,,2148.0,2569.0,-421.0,,,,-1203681.9315742445,-755864.7701903387,,POINT (-1203681.9315742445 -755864.7701903387)
284,144862,,-122.1389,-76.9727,,,2148.0,2609.0,-461.0,,,,-1203527.5562305097,-756110.5505195755,,POINT (-1203527.5562305097 -756110.5505195755)
285,144861,,-122.2208,-76.9893,,,2159.0,2849.0,-690.0,,,,-1200900.5829897812,-756856.4447192138,,POINT (-1200900.5829897812 -756856.4447192138)
286,144860,,-122.2325,-76.991,,,2161.0,2765.0,-604.0,,,,-1200587.811486742,-757001.9118062498,,POINT (-1200587.811486742 -757001.9118062498)
287,144859,,-122.2375,-76.991,,,2163.0,2714.0,-551.0,,,,-1200521.7460363018,-757106.679975016,,POINT (-1200521.7460363018 -757106.679975016)
288,144858,,-122.2476,-76.99271,,,2164.0,2674.0,-510.0,,,,-1200229.168641488,-757217.9204857128,,POINT (-1200229.168641488 -757217.9204857128)
289,144857,,-122.2626,-76.99600000000001,,,2165.0,2650.0,-485.0,,,,-1199724.8408736545,-757338.9181234975,,POINT (-1199724.8408736545 -757338.9181234975)
290,144856,,-122.2677,-76.99600000000001,,,2167.0,2618.0,-451.0,,,,-1199657.4240268327,-757445.7047809361,,POINT (-1199657.4240268327 -757445.7047809361)
291,144855,,-122.2893,-77.00101,,,2169.0,2547.0,-378.0,,,,-1198905.8813818963,-757603.498663754,,POINT (-1198905.8813818963 -757603.498663754)
292,144854,,-122.291,-77.00101,,,2170.0,2527.0,-357.0,,,,-1198883.402305865,-757639.0705838606,,POINT (-1198883.402305865 -757639.0705838606)
293,144853,,-122.3078,-77.0043,,,2171.0,2499.0,-328.0,,,,-1198355.30929921,-757797.1350031508,,POINT (-1198355.30929921 -757797.1350031508)
294,144852,,-122.3227,-77.0076,,,2171.0,2419.0,-248.0,,,,-1197851.4331051765,-757914.6460500667,,POINT (-1197851.4331051765 -757914.6460500667)
295,144851,,-122.3328,-77.0076,,,2171.0,2396.0,-225.0,,,,-1197717.8106240078,-758125.7894329649,,POINT (-1197717.8106240078 -758125.7894329649)
296,144850,,-122.3479,-77.00929000000001,,,2170.0,2364.0,-194.0,,,,-1197360.9113479515,-758341.9437123466,,POINT (-1197360.9113479515 -758341.9437123466)
297,144849,,-122.3629,-77.0143,,,2169.0,2365.0,-196.0,,,,-1196696.8201523726,-758360.3828427979,,POINT (-1196696.8201523726 -758360.3828427979)
298,144848,,-122.3762,-77.0159,,,2167.0,2372.0,-205.0,,,,-1196372.105434704,-758543.9036721512,,POINT (-1196372.105434704 -758543.9036721512)
299,144847,,-122.3829,-77.01759,,,2165.0,2412.0,-247.0,,,,-1196126.4010039598,-758584.2327866078,,POINT (-1196126.4010039598 -758584.2327866078)
300,1490643,,-122.3762,-77.0159,,,2166.0,2384.0,-218.0,,,,-1196372.105434704,-758543.9036721512,,POINT (-1196372.105434704 -758543.9036721512)
301,1490644,,-122.3461,-77.00929000000001,,,2170.0,2378.0,-208.0,,,,-1197384.734771866,-758304.3271356989,,POINT (-1197384.734771866 -758304.3271356989)
302,1490645,,-122.3194,-77.006,,,2171.0,2455.0,-284.0,,,,-1198043.8247823513,-757939.7541108193,,POINT (-1198043.8247823513 -757939.7541108193)
303,1490646,,-122.2777,-76.9976,,,2168.0,2582.0,-414.0,,,,-1199376.3943370588,-757561.0788384861,,POINT (-1199376.3943370588 -757561.0788384861)
304,1490647,,-122.1055,-76.96941,,,2147.0,2547.0,-400.0,,,,-1204274.7084680651,-755601.202136136,,POINT (-1204274.7084680651 -755601.202136136)
305,1490648,,-122.0754,-76.96271,,,2148.0,2426.0,-278.0,,,,-1205296.0665809207,-755359.8600236165,,POINT (-1205296.0665809207 -755359.8600236165)
306,144894,,-121.6627,-76.8895,,,2153.0,2396.0,-243.0,,,,-1217561.3781140589,-750886.6820215338,,POINT (-1217561.3781140589 -750886.6820215338)
307,144893,,-121.6627,-76.8911,,,2153.0,2465.0,-312.0,,,,-1217411.5349701815,-750794.2717142161,,POINT (-1217411.5349701815 -750794.2717142161)
308,144892,,-121.6827,-76.89281,,,2151.0,2541.0,-390.0,,,,-1216989.2743008803,-751120.3636614038,,POINT (-1216989.2743008803 -751120.3636614038)
309,144891,,-121.6927,-76.89281,,,2149.0,2683.0,-534.0,,,,-1216858.1605314927,-751332.7569180881,,POINT (-1216858.1605314927 -751332.7569180881)
310,144890,,-121.6994,-76.8945,,,2147.0,2661.0,-514.0,,,,-1216612.0853243154,-751377.3384821103,,POINT (-1216612.0853243154 -751377.3384821103)
311,1490654,,-121.7111,-76.89950999999999,,,2145.0,2664.0,-519.0,,,,-1215989.6803740358,-751336.0070102053,,POINT (-1215989.6803740358 -751336.0070102053)
312,144889,,-121.7278,-76.90109,,,2143.0,2265.0,-122.0,,,,-1215622.7733542756,-751598.9781007532,,POINT (-1215622.7733542756 -751598.9781007532)
313,152009,,-121.7312,-76.90109,,,2142.0,2034.0,108.0,,,,-1215578.1704327725,-751671.1132848933,,POINT (-1215578.1704327725 -751671.1132848933)
314,144888,,-121.7445,-76.9028,,,2141.0,1843.0,298.0,,,,-1215243.6530722997,-751854.2738908647,,POINT (-1215243.6530722997 -751854.2738908647)
315,144887,,-121.7546,-76.9061,,,2140.0,1728.0,412.0,,,,-1214802.361667439,-751877.396726352,,POINT (-1214802.361667439 -751877.396726352)
316,1490653,,-121.7612,-76.90939,,,2139.0,1650.0,489.0,,,,-1214407.9660492917,-751826.7852157464,,POINT (-1214407.9660492917 -751826.7852157464)
317,144886,,-121.7746,-76.9111,,,2139.0,1647.0,492.0,,,,-1214072.1544860085,-752011.7109564353,,POINT (-1214072.1544860085 -752011.7109564353)
318,144885,,-121.788,-76.9128,,,2139.0,1677.0,462.0,,,,-1213737.2585972873,-752197.1006620585,,POINT (-1213737.2585972873 -752197.1006620585)
319,144884,,-121.793,-76.9128,,,2139.0,1587.0,552.0,,,,-1213671.6123956488,-752303.0163548536,,POINT (-1213671.6123956488 -752303.0163548536)
320,1490652,,-121.803,-76.91611,,,2140.0,1586.0,554.0,,,,-1213230.7877089574,-752322.9071608722,,POINT (-1213230.7877089574 -752322.9071608722)
321,144883,,-121.8214,-76.9178,,,2141.0,1640.0,501.0,,,,-1212831.1309874312,-752614.4446329247,,POINT (-1212831.1309874312 -752614.4446329247)
322,144882,,-121.8248,-76.9178,,,2142.0,1664.0,478.0,,,,-1212786.4678118457,-752686.4141558848,,POINT (-1212786.4678118457 -752686.4141558848)
323,1490651,,-121.8348,-76.9211,,,2143.0,1686.0,457.0,,,,-1212346.6204909233,-752706.560906506,,POINT (-1212346.6204909233 -752706.560906506)
324,144881,,-121.8531,-76.92439,,,2144.0,1757.0,387.0,,,,-1211798.6851407858,-752902.7106482729,,POINT (-1211798.6851407858 -752902.7106482729)
325,144880,,-121.8699,-76.9277,,,2145.0,1838.0,307.0,,,,-1211268.5970870832,-753065.7158484064,,POINT (-1211268.5970870832 -753065.7158484064)
326,144879,,-121.8799,-76.9294,,,2145.0,1969.0,176.0,,,,-1210978.3205770385,-753178.3291185492,,POINT (-1210978.3205770385 -753178.3291185492)
327,144878,,-121.8866,-76.93269000000001,,,2145.0,2070.0,75.0,,,,-1210582.8918705888,-753128.72591185,,POINT (-1210582.8918705888 -753128.72591185)
328,144877,,-121.9017,-76.9344,,,2145.0,2307.0,-162.0,,,,-1210224.6485300374,-753348.320077439,,POINT (-1210224.6485300374 -753348.320077439)
329,144876,,-121.9117,-76.9361,,,2145.0,2193.0,-48.0,,,,-1209934.3796049021,-753460.6642781334,,POINT (-1209934.3796049021 -753460.6642781334)
330,144875,,-121.9217,-76.9361,,,2144.0,2013.0,131.0,,,,-1209802.8574834561,-753671.8261877708,,POINT (-1209802.8574834561 -753671.8261877708)
331,144874,,-121.9317,-76.9377,,,2144.0,1892.0,252.0,,,,-1209521.9042665681,-753789.8606944077,,POINT (-1209521.9042665681 -753789.8606944077)
332,144873,,-121.9501,-76.94099,,,2145.0,1782.0,363.0,,,,-1208972.6404129958,-753986.7046292333,,POINT (-1208972.6404129958 -753986.7046292333)
333,144872,,-121.9568,-76.94099,,,2145.0,1708.0,437.0,,,,-1208884.4631588534,-754128.0731798498,,POINT (-1208884.4631588534 -754128.0731798498)
334,144871,,-121.9635,-76.946,,,2145.0,1665.0,480.0,,,,-1208328.6464482995,-753977.6422332411,,POINT (-1208328.6464482995 -753977.6422332411)
335,1490650,,-121.9801,-76.94769000000001,,,2146.0,1611.0,535.0,,,,-1207952.4382952356,-754229.2202318271,,POINT (-1207952.4382952356 -754229.2202318271)
336,144870,,-121.9869,-76.94769000000001,,,2146.0,1637.0,509.0,,,,-1207862.9160623197,-754372.5776009787,,POINT (-1207862.9160623197 -754372.5776009787)
337,144869,,-121.9969,-76.9494,,,2147.0,1701.0,446.0,,,,-1207571.6866181067,-754483.6931832673,,POINT (-1207571.6866181067 -754483.6931832673)
338,152008,,-122.0136,-76.95100000000001,,,2147.0,1822.0,325.0,,,,-1207202.468780959,-754742.3165154384,,POINT (-1207202.468780959 -754742.3165154384)
339,144868,,-122.0202,-76.95599,,,2148.0,1971.0,177.0,,,,-1206650.0612895929,-754590.2917042177,,POINT (-1206650.0612895929 -754590.2917042177)
340,1490649,,-122.0303,-76.95599,,,2148.0,2119.0,29.0,,,,-1206517.024683098,-754802.9861455762,,POINT (-1206517.024683098 -754802.9861455762)
341,1492115,,-121.8549,-76.92439,,,2145.0,1773.0,372.0,,,,-1211775.0314065441,-752940.780055193,,POINT (-1211775.0314065441 -752940.780055193)
342,1490664,,-120.9075,-76.7997,,,2068.0,1618.0,450.0,,,,-1235830.8851084607,-739849.2577138311,,POINT (-1235830.8851084607 -739849.2577138311)
343,1490663,,-120.9659,-76.80299000000001,,,2074.0,1938.0,136.0,,,,-1234765.6790170572,-740922.231696521,,POINT (-1234765.6790170572 -740922.231696521)
344,1490662,,-121.1431,-76.8096,,,2111.0,2397.0,-286.0,,,,-1231845.7326489824,-744361.2692810157,,POINT (-1231845.7326489824 -744361.2692810157)
345,1490661,,-121.1999,-76.81129,,,2116.0,2345.0,-229.0,,,,-1230948.127517191,-745485.7482405013,,POINT (-1230948.127517191 -745485.7482405013)
346,1490660,,-121.2634,-76.81619,,,2121.0,2324.0,-203.0,,,,-1229660.2377598986,-746569.6872920041,,POINT (-1229660.2377598986 -746569.6872920041)
347,1490659,,-121.2917,-76.82291,,,2123.0,2293.0,-170.0,,,,-1228659.408437012,-746792.8674487248,,POINT (-1228659.408437012 -746792.8674487248)
348,1490658,,-121.4455,-76.85291,,,2129.0,1705.0,424.0,,,,-1223833.9639080402,-748366.0791360585,,POINT (-1223833.9639080402 -748366.0791360585)
349,1490657,,-121.4789,-76.85789,,,2128.0,1519.0,609.0,,,,-1222930.1649560167,-748793.2249326125,,POINT (-1222930.1649560167 -748793.2249326125)
350,1490656,,-121.529,-76.8678,,,2130.0,1373.0,757.0,,,,-1221345.4719810048,-749292.0515690794,,POINT (-1221345.4719810048 -749292.0515690794)
351,144901,,-121.5307,-76.8678,,,2132.0,1338.0,794.0,,,,-1221323.2395006956,-749328.2892889003,,POINT (-1221323.2395006956 -749328.2892889003)
352,144900,,-121.5474,-76.8678,,,2133.0,1365.0,768.0,,,,-1221104.7809198804,-749684.2365207596,,POINT (-1221104.7809198804 -749684.2365207596)
353,144899,,-121.5574,-76.8712,,,2136.0,1462.0,674.0,,,,-1220655.1279113055,-749701.5538619332,,POINT (-1220655.1279113055 -749701.5538619332)
354,1490655,,-121.5674,-76.8712,,,2139.0,1607.0,532.0,,,,-1220524.2617151067,-749914.5869523784,,POINT (-1220524.2617151067 -749914.5869523784)
355,144898,,-121.5758,-76.8728,,,2142.0,1706.0,436.0,,,,-1220264.3169561506,-750001.3309067932,,POINT (-1220264.3169561506 -750001.3309067932)
356,144897,,-121.5941,-76.87781,,,2145.0,1809.0,336.0,,,,-1219555.1518218378,-750102.2331255149,,POINT (-1219555.1518218378 -750102.2331255149)
357,144896,,-121.5975,-76.87781,,,2149.0,1952.0,197.0,,,,-1219510.637712045,-750174.6016643267,,POINT (-1219510.637712045 -750174.6016643267)
358,144895,,-121.6443,-76.88450999999999,,,2154.0,2359.0,-205.0,,,,-1218269.8743150928,-750783.691322016,,POINT (-1218269.8743150928 -750783.691322016)
359,1490665,,-120.8006,-76.7964,,,2079.0,2390.0,-311.0,,,,-1237521.0520603915,-737728.1691287151,,POINT (-1237521.0520603915 -737728.1691287151)
360,18059,,-118.265,-76.60167,,,1667.0,1557.0,110.0,,,,-1287824.9795274541,-692407.8750409065,,POINT (-1287824.9795274541 -692407.8750409065)
361,1490674,,-118.2229,-76.61681,,,1695.0,625.0,1070.0,,,,-1286864.7960211267,-690673.2001168655,,POINT (-1286864.7960211267 -690673.2001168655)
362,1490673,,-118.2563,-76.6201,,,1717.0,585.0,1132.0,,,,-1286142.9264670315,-691251.7814835928,,POINT (-1286142.9264670315 -691251.7814835928)
